closed_ts,pnl,reason
1717066800000,-2.3544,timeout
1717671600000,1.9436,timeout
1717783200000,-6.0376,legx
1718380800000,3.1642,tp
1718672400000,6.2104,tp
1719277200000,-0.5793,timeout
1719882000000,-1.5211,timeout
1720137600000,-6.0376,legx
1720144800000,3.3146,tp
1720285200000,-6.0424,legx
1720400400000,3.1374,tp
1720915200000,-6.0424,legx
1721059200000,3.0434,tp
1721664000000,1.3199,timeout
1722268800000,-1.1388,timeout
1722456000000,3.0587,tp
1722524400000,3.0231,tp
1722704400000,3.7616,tp
1722787200000,3.2116,tp
1722830400000,3.4712,tp
1722952800000,-6.0424,legx
1723341600000,-6.0424,legx
1723946400000,-2.7500,timeout
1724446800000,3.2129,tp
1725030000000,-6.0376,legx
1725627600000,3.1871,tp
1725652800000,3.0840,tp
1726257600000,-5.8489,timeout
1726804800000,3.5620,tp
1727409600000,2.3442,timeout
1727532000000,3.6398,tp
1727737200000,-6.0376,legx
1727809200000,3.5601,tp
1728414000000,-0.6017,timeout
1729018800000,-1.8756,timeout
1729623600000,-0.9404,timeout
1729897200000,-6.0376,legx
1730502000000,-0.5339,timeout
1730656800000,3.0306,tp
1730872800000,-6.0424,legx
1731193200000,3.9225,tp
1731207600000,3.5817,tp
1731214800000,4.3306,tp
1731240000000,5.0839,tp
1731272400000,-6.0376,legx
1731283200000,3.5390,tp
1731337200000,3.3704,tp
1731358800000,3.3138,tp
1731366000000,3.0937,tp
1731384000000,5.7041,tp
1731398400000,5.1707,tp
1731405600000,-6.0376,legx
1731423600000,3.6447,tp
1731445200000,3.2370,tp
1731607200000,3.4431,tp
1731618000000,3.2933,tp
1731675600000,3.1091,tp
1731729600000,4.0220,tp
1732075200000,3.2590,tp
1732096800000,3.3540,tp
1732248000000,3.3047,tp
1732320000000,6.4752,tp
1732449600000,-6.0376,legx
1733054400000,-0.1047,timeout
1733173200000,4.0763,tp
1733778000000,0.8988,timeout
1733842800000,3.0222,tp
1733929200000,-6.0424,legx
1734534000000,-6.0376,legx
1734631200000,-6.0376,legx
1734685200000,4.0424,tp
1734721200000,-6.0424,legx
1734840000000,3.0061,tp
1735444800000,-2.4025,timeout
1735563600000,3.0675,tp
1735894800000,-6.0424,legx
1736236800000,4.0056,tp
1736280000000,-6.0376,legx
1736355600000,3.1005,tp
1736427600000,3.1996,tp
1736874000000,-6.0424,legx
1736906400000,3.5729,tp
1736974800000,3.4522,tp
1737100800000,3.2743,tp
1737277200000,-6.0376,legx
1737324000000,-6.0376,legx
1737928800000,-1.2066,timeout
1737961200000,-6.0376,legx
1738036800000,-6.0424,legx
1738512000000,3.5512,tp
1738540800000,4.5909,tp
1738544400000,6.1548,tp
1738566000000,-6.0424,legx
1739170800000,-1.1402,timeout
1739383200000,-6.0424,legx
1739775600000,3.0134,tp
1739858400000,4.3839,tp
1740409200000,3.7905,tp
1740434400000,4.0259,tp
1740592800000,3.1406,tp
1740711600000,3.1385,tp
1740931200000,-6.0424,legx
1740956400000,4.6780,tp
1740981600000,-6.0376,legx
1741557600000,-6.0376,legx
1741626000000,3.0253,tp
1741651200000,3.0469,tp
1741708800000,-6.0424,legx
1742313600000,2.0065,timeout
1742785200000,-6.0424,legx
1742911200000,3.4810,tp
1743192000000,-6.0376,legx
1743379200000,3.0137,tp
1743962400000,3.5514,tp
1744005600000,5.7400,tp
1744030800000,-6.0424,legx
1744635600000,-3.8769,timeout
1745240400000,1.5424,timeout
1745355600000,3.4126,tp
1745960400000,0.4913,timeout
1746565200000,-0.0646,timeout
1746716400000,-6.0424,legx
1746734400000,3.2176,tp
1746774000000,4.0563,tp
1746910800000,3.5485,tp
1747497600000,-6.0376,legx
1747868400000,3.2158,tp
1747965600000,3.6481,tp
1748131200000,-6.0376,legx
1748484000000,3.4198,tp
1749088800000,-2.7572,timeout
1749153600000,3.7691,tp
1749502800000,-6.0424,legx
1749776400000,-6.0376,legx
1750348800000,3.0431,tp
1750539600000,4.1025,tp
1751144400000,-3.4341,timeout
1751749200000,-1.2509,timeout
1751857200000,3.2180,tp
1752166800000,3.1298,tp
1752217200000,3.1056,tp
1752235200000,3.4412,tp
1752742800000,4.0292,tp
1752807600000,3.1177,tp
1752897600000,3.7721,tp
1753034400000,3.5294,tp
1753290000000,-6.0376,legx
1753894800000,-0.1796,timeout
1754499600000,0.9375,timeout
1754715600000,3.4234,tp
1754805600000,3.1352,tp
1755010800000,3.1003,tp
1755439200000,3.2254,tp
1755619200000,3.2763,tp
1756224000000,0.5691,timeout
1756828800000,-0.3270,timeout
1757433600000,0.0458,timeout
1758038400000,-1.0848,timeout
1758643200000,-3.7763,timeout
1759248000000,-0.0478,timeout
1759417200000,3.0913,tp
1759496400000,3.8346,tp
1759730400000,3.1222,tp
1759831200000,3.3704,tp
1760130000000,-6.0376,legx
1760169600000,-6.0424,legx
1760270400000,-6.0424,legx
1760382000000,-6.0424,legx
1760436000000,3.4378,tp
1760680800000,3.6744,tp
1761166800000,3.0250,tp
1761519600000,-6.0424,legx
1761836400000,-6.0376,legx
1762182000000,5.1156,tp
1762527600000,-6.0424,legx
1763132400000,0.9782,timeout
1763406000000,3.6341,tp
1764010800000,-2.9724,timeout
1764615600000,1.8304,timeout
1764738000000,-6.0424,legx
1765342800000,-0.2156,timeout
1765947600000,-4.1879,timeout
1766552400000,1.1691,timeout
1767157200000,-2.5309,timeout
1767369600000,4.9962,tp
1767625200000,3.0051,tp
1768230000000,-2.2441,timeout
1768834800000,-2.7228,timeout
1769360400000,3.3692,tp
1769814000000,3.0332,tp
1769868000000,3.4371,tp
1769882400000,3.2507,tp
1770210000000,3.6737,tp
1770292800000,3.0231,tp
1770307200000,3.0775,tp
1770321600000,3.4684,tp
1770357600000,-6.0424,legx
1770804000000,3.0507,tp
1771408800000,-2.7053,timeout
1771808400000,3.6881,tp
1772035200000,-6.0424,legx
1772049600000,4.0037,tp
1772269200000,-6.0376,legx
1772305200000,-6.0424,legx
1772910000000,0.1077,timeout
1773514800000,0.7954,timeout
1773630000000,3.7279,tp
1774234800000,-4.1340,timeout
1774839600000,0.8215,timeout
1775444400000,0.5101,timeout
1776049200000,-2.0498,timeout
1776362400000,3.4201,tp
1776967200000,-2.1457,timeout
1777572000000,-2.1806,timeout
1778176800000,-1.2101,timeout
1778659200000,3.0403,tp
1779058800000,-6.0376,legx
1779606000000,0.2107,eod
