closed_ts,pnl,reason
1745452800000,9.4338,tp
1745539200000,3.0856,tp
1745712000000,3.0087,tp
1745798400000,-10.0271,sl
1745884800000,3.8416,tp
1746403200000,10.6847,tp
1746662400000,7.6549,tp
1746835200000,4.6786,tp
1747008000000,-9.1144,sl
1747094400000,6.2939,tp
1747180800000,-5.3598,sl
1747267200000,-6.3340,sl
1747785600000,3.6105,tp
1747872000000,3.2043,tp
1747958400000,-8.0930,sl
1748390400000,-8.2735,sl
1748908800000,-5.1227,sl
1749168000000,-6.8313,sl
1749340800000,4.7157,tp
1749513600000,-6.0358,sl
1749686400000,5.0557,tp
1749772800000,6.4067,tp
1750291200000,4.5080,tp
1750464000000,3.3130,tp
1750636800000,-9.7661,sl
1750809600000,8.1971,tp
1750896000000,3.0759,tp
1751068800000,-6.8473,sl
1751155200000,-6.0075,sl
1751500800000,-9.5617,sl
1751673600000,6.6945,tp
1752192000000,4.6545,tp
1752364800000,12.9955,tp
1752537600000,-7.9027,sl
1752710400000,7.2411,tp
1752796800000,-8.3276,sl
1753228800000,-8.7287,sl
1753315200000,4.3932,tp
1753401600000,16.5105,tp
1753488000000,5.6641,tp
1753833600000,-5.6753,sl
1754006400000,3.9827,tp
1754092800000,-6.1115,sl
1754179200000,10.9378,tp
1754697600000,4.4533,tp
1754784000000,3.0486,tp
1754870400000,8.7143,tp
1755129600000,-11.1613,sl
1755475200000,6.4905,tp
1755561600000,-8.3113,sl
1756080000000,-10.7762,sl
1757030400000,-6.4572,sl
1757376000000,6.2086,tp
1757462400000,-5.2305,sl
1757548800000,-10.4211,sl
1757635200000,-5.6606,sl
1757808000000,4.3452,tp
1758585600000,9.1324,tp
1759104000000,9.8859,tp
1759190400000,-5.1874,sl
1759276800000,29.1200,tp
1759449600000,-8.4773,sl
1759536000000,12.5465,tp
1759622400000,5.7307,tp
1759795200000,3.1450,tp
1759881600000,12.0775,tp
1759968000000,8.8239,tp
1760054400000,20.3893,tp
1760140800000,4.4619,tp
1760227200000,-10.6736,sl
1760745600000,5.8392,tp
1760918400000,4.2599,tp
1761264000000,-12.9318,sl
1761436800000,7.7552,tp
1761523200000,13.5269,tp
1761696000000,9.6049,tp
1761782400000,3.2108,tp
1761868800000,16.6407,tp
1761955200000,-6.0462,sl
1762041600000,8.8045,tp
1762128000000,6.4442,tp
1762214400000,-9.5043,sl
1762300800000,-9.3731,sl
1762387200000,10.8110,tp
1762560000000,-13.2379,sl
1762646400000,-7.3490,sl
1762732800000,-10.8022,sl
1762992000000,4.9013,tp
1763078400000,10.3586,tp
1763164800000,7.8309,tp
1763424000000,-9.9955,sl
1763510400000,5.0311,tp
1763596800000,3.1094,tp
1763683200000,-6.7662,sl
1763856000000,-5.4228,sl
1763942400000,-16.7889,sl
1764028800000,-11.1183,sl
1764201600000,-6.2695,sl
1764547200000,3.8968,tp
1764633600000,-8.5877,sl
1764892800000,-7.0268,sl
1765065600000,8.2962,tp
1765238400000,-8.3951,sl
1765324800000,5.2352,tp
1765411200000,5.5317,tp
1765584000000,-5.1448,sl
1765756800000,4.4440,tp
1765843200000,3.8687,tp
1765929600000,8.7597,tp
1766016000000,8.3928,tp
1766102400000,-8.8489,sl
1766188800000,-10.8874,sl
1766361600000,4.8175,tp
1766534400000,-7.9090,sl
1766793600000,-9.5047,sl
1767225600000,-7.8070,sl
1767484800000,6.8244,tp
1767657600000,-7.1554,sl
1767830400000,-6.5480,sl
1768867200000,8.6218,tp
1769472000000,-7.7740,sl
1769558400000,9.0892,tp
1769817600000,9.7774,tp
1769990400000,4.1329,tp
1770076800000,7.6320,tp
1770163200000,4.5542,tp
1770249600000,10.3145,tp
1770336000000,-7.6542,sl
1770508800000,4.3872,tp
1770854400000,-11.0476,sl
