closed_ts,pnl,reason
1771027200000,-8.5834,sl
1771113600000,3.2275,tp
1771372800000,4.0750,tp
1771459200000,3.0301,tp
1771718400000,6.6627,tp
1771804800000,-6.1527,sl
1771977600000,-11.1094,sl
1772064000000,5.2540,tp
1772150400000,3.9740,tp
1772236800000,-7.6209,sl
1772409600000,-6.3549,sl
1772582400000,-9.2097,sl
1772668800000,4.1259,tp
1772841600000,3.4583,tp
1773014400000,-8.1775,sl
1773273600000,9.5413,tp
1773446400000,5.5643,tp
1773532800000,5.5546,tp
1773705600000,-6.8686,sl
1773878400000,-8.2742,sl
1774310400000,7.2913,tp
1774396800000,4.4650,tp
1774483200000,3.4940,tp
1774569600000,4.6528,tp
1774828800000,-6.2224,sl
1775260800000,3.8698,tp
1775347200000,5.2311,tp
1775692800000,-9.1556,sl
1775779200000,-10.1484,sl
1775865600000,-6.4699,sl
1776211200000,-9.0444,sl
1776297600000,-10.5401,sl
1776902400000,5.8829,tp
1777593600000,5.5025,tp
1777852800000,5.2486,tp
1777939200000,14.2580,tp
1778025600000,11.8285,tp
1778112000000,10.1717,tp
1778198400000,-6.0376,sl
1778371200000,-6.5067,sl
1778803200000,4.8900,tp
1778976000000,3.9749,tp
1779062400000,9.4445,tp
1779235200000,7.2193,tp
1779408000000,-8.8342,sl
1779494400000,11.5085,tp
1779580800000,6.0628,tp
1779753600000,-12.3881,sl
1779840000000,-9.1486,sl
1780012800000,10.9019,tp
