timestamp,open,high,low,close,volume,datetime
1775566800000,375.69,379.14,368.33,368.44,2356.34,2026-04-07 13:00:00
1775570400000,368.69,372.17,360.0,366.53,2160.63,2026-04-07 14:00:00
1775574000000,366.45,373.36,364.48,372.83,929.37,2026-04-07 15:00:00
1775577600000,372.69,377.03,372.32,374.76,582.47,2026-04-07 16:00:00
1775581200000,374.7,378.55,374.37,375.8,223.7,2026-04-07 17:00:00
1775584800000,375.95,376.58,370.38,371.32,144.9,2026-04-07 18:00:00
1775588400000,370.95,377.5,369.01,377.5,386.97,2026-04-07 19:00:00
1775592000000,377.55,379.4,376.9,379.34,121.66,2026-04-07 20:00:00
1775595600000,379.25,381.2,378.44,380.72,157.3,2026-04-07 21:00:00
1775599200000,380.85,397.92,379.92,397.9,735.4,2026-04-07 22:00:00
1775602800000,397.64,408.43,395.21,402.21,655.62,2026-04-07 23:00:00
1775606400000,402.3,405.31,400.52,403.32,240.86,2026-04-08 00:00:00
1775610000000,403.31,405.13,402.78,404.16,151.95,2026-04-08 01:00:00
1775613600000,404.15,405.75,403.95,405.46,108.0,2026-04-08 02:00:00
1775617200000,405.79,408.12,405.37,407.33,144.92,2026-04-08 03:00:00
1775620800000,407.2,410.4,407.18,408.87,866.42,2026-04-08 04:00:00
1775624400000,409.16,413.89,408.8,412.28,485.18,2026-04-08 05:00:00
1775628000000,412.26,413.14,410.2,411.16,244.64,2026-04-08 06:00:00
1775631600000,411.1,411.1,407.0,409.74,295.39,2026-04-08 07:00:00
1775635200000,409.74,418.8,408.83,418.67,712.57,2026-04-08 08:00:00
1775638800000,418.67,421.44,416.7,417.51,837.29,2026-04-08 09:00:00
1775642400000,417.51,418.38,413.34,413.34,401.89,2026-04-08 10:00:00
1775646000000,413.44,415.13,410.04,412.98,418.85,2026-04-08 11:00:00
1775649600000,413.22,414.83,409.36,412.1,408.16,2026-04-08 12:00:00
1775653200000,412.1,417.0,404.8,406.44,3395.54,2026-04-08 13:00:00
1775656800000,406.58,410.48,399.3,402.24,2371.25,2026-04-08 14:00:00
1775660400000,402.48,407.69,401.58,406.48,1062.23,2026-04-08 15:00:00
1775664000000,406.5,409.65,405.29,409.0,283.32,2026-04-08 16:00:00
1775667600000,408.95,409.3,405.92,406.45,177.38,2026-04-08 17:00:00
1775671200000,406.4,408.07,402.07,402.23,248.12,2026-04-08 18:00:00
1775674800000,402.36,407.0,402.25,407.0,262.65,2026-04-08 19:00:00
1775678400000,406.85,407.89,404.49,405.18,84.11,2026-04-08 20:00:00
1775682000000,405.17,405.9,404.91,405.5,50.39,2026-04-08 21:00:00
1775685600000,405.7,405.89,402.66,402.66,33.94,2026-04-08 22:00:00
1775689200000,402.65,403.04,401.53,402.26,85.59,2026-04-08 23:00:00
1775692800000,402.29,402.62,398.02,399.6,402.0,2026-04-09 00:00:00
1775696400000,399.58,399.8,385.0,397.61,954.66,2026-04-09 01:00:00
1775700000000,397.63,403.2,397.63,400.56,249.93,2026-04-09 02:00:00
1775703600000,400.57,400.85,398.1,398.79,111.6,2026-04-09 03:00:00
1775707200000,398.82,399.67,397.15,398.95,168.48,2026-04-09 04:00:00
1775710800000,398.8,402.65,397.79,401.0,198.27,2026-04-09 05:00:00
1775714400000,400.8,401.85,399.55,400.61,147.0,2026-04-09 06:00:00
1775718000000,400.7,401.74,397.82,398.49,174.45,2026-04-09 07:00:00
1775721600000,398.49,400.36,395.89,396.95,301.2,2026-04-09 08:00:00
1775725200000,396.96,403.31,396.69,402.6,267.91,2026-04-09 09:00:00
1775728800000,402.8,406.17,400.96,401.52,516.15,2026-04-09 10:00:00
1775732400000,401.51,406.22,401.5,405.5,269.38,2026-04-09 11:00:00
1775736000000,405.51,408.7,405.29,407.39,853.37,2026-04-09 12:00:00
1775739600000,407.36,419.71,406.83,409.85,2034.8,2026-04-09 13:00:00
1775743200000,409.84,410.0,398.95,404.76,1880.27,2026-04-09 14:00:00
1775746800000,404.63,408.87,401.82,407.62,584.32,2026-04-09 15:00:00
1775750400000,407.65,409.83,406.4,407.59,723.48,2026-04-09 16:00:00
1775754000000,407.8,414.4,407.34,412.68,501.62,2026-04-09 17:00:00
1775757600000,412.68,417.32,410.6,416.12,561.4,2026-04-09 18:00:00
1775761200000,416.28,423.93,416.28,421.95,404.9,2026-04-09 19:00:00
1775764800000,422.1,422.1,419.75,421.24,204.3,2026-04-09 20:00:00
1775768400000,421.25,422.71,419.8,420.79,72.89,2026-04-09 21:00:00
1775772000000,420.69,421.13,418.99,419.13,161.61,2026-04-09 22:00:00
