timestamp,open,high,low,close,volume,datetime
1775433600000,589.23,590.26,584.4,587.09,4731.84,2026-04-06
1775520000000,587.09,606.71,578.91,605.72,10150.81,2026-04-07
1775606400000,605.7,610.0,602.07,604.44,10900.05,2026-04-08
1775692800000,604.33,610.38,602.69,609.12,6033.99,2026-04-09
1775779200000,609.14,613.41,608.76,611.58,5311.82,2026-04-10
1775865600000,611.54,614.6,607.7,611.45,5126.05,2026-04-11
1775952000000,611.45,612.36,606.5,610.63,7694.78,2026-04-12
1776038400000,610.63,618.94,603.0,618.22,12666.02,2026-04-13
1776124800000,618.23,628.75,617.54,628.54,7291.41,2026-04-14
1776211200000,628.54,637.99,626.55,637.87,7684.82,2026-04-15
1776297600000,637.86,641.22,634.31,639.68,10428.88,2026-04-16
1776384000000,639.67,649.9,639.1,648.57,11405.46,2026-04-17
1776470400000,648.58,649.29,645.77,648.3,5316.63,2026-04-18
1776556800000,648.29,649.0,640.1,647.62,5950.66,2026-04-19
1776643200000,647.63,648.57,642.8,648.17,9519.73,2026-04-20
1776729600000,648.17,650.73,642.65,647.68,8856.28,2026-04-21
1776816000000,647.72,656.41,647.5,655.45,10083.8,2026-04-22
1776902400000,655.42,657.26,646.08,655.46,15010.1,2026-04-23
1776988800000,655.5,664.74,653.98,663.19,14049.57,2026-04-24
1777075200000,663.19,665.22,662.67,663.6,3834.69,2026-04-25
1777161600000,663.51,667.0,662.24,663.35,4595.11,2026-04-26
1777248000000,663.4,667.07,661.21,665.4,10496.88,2026-04-27
1777334400000,665.44,665.99,654.47,659.69,14556.65,2026-04-28
1777420800000,659.7,667.08,656.13,666.82,13643.46,2026-04-29
1777507200000,666.85,669.21,657.81,667.63,12953.63,2026-04-30
1777593600000,667.67,675.8,667.0,672.5,20683.28,2026-05-01
1777680000000,672.45,674.38,671.01,673.45,2698.57,2026-05-02
1777766400000,673.45,676.78,672.23,674.18,4774.93,2026-05-03
1777852800000,674.17,677.61,669.58,672.56,16660.26,2026-05-04
1777939200000,672.58,688.23,672.58,687.12,14173.06,2026-05-05
1778025600000,687.12,697.49,684.33,694.24,18033.98,2026-05-06
1778112000000,694.23,701.48,691.45,694.93,20809.63,2026-05-07
1778198400000,694.86,714.27,694.86,713.61,23020.7,2026-05-08
1778284800000,713.61,713.61,712.29,712.89,8389.57,2026-05-09
1778371200000,712.9,714.74,709.2,710.06,12357.07,2026-05-10
1778457600000,710.06,715.1,709.51,713.71,20457.19,2026-05-11
1778544000000,713.71,713.71,696.79,705.04,30386.89,2026-05-12
1778630400000,705.01,719.0,704.58,718.36,21865.18,2026-05-13
1778716800000,718.3,721.85,714.27,719.26,28637.75,2026-05-14
1778803200000,719.24,720.41,706.16,706.85,33960.27,2026-05-15
1778889600000,706.85,708.32,705.0,707.45,7334.47,2026-05-16
1778976000000,707.43,711.6,705.29,707.74,6953.64,2026-05-17
1779062400000,707.7,714.5,699.53,706.91,35159.18,2026-05-18
1779148800000,706.95,708.3,696.03,702.51,43799.5,2026-05-19
1779235200000,702.5,713.54,698.91,708.64,37266.5,2026-05-20
1779321600000,708.66,717.96,707.39,717.36,41081.75,2026-05-21
1779408000000,717.38,721.45,714.68,715.0,48635.66,2026-05-22
1779494400000,715.0,729.43,712.05,727.49,31936.11,2026-05-23
1779580800000,727.49,729.99,721.82,727.0,19225.89,2026-05-24
1779667200000,727.02,731.44,726.57,727.36,27535.81,2026-05-25
1779753600000,727.35,731.59,722.28,730.96,62598.76,2026-05-26
1779840000000,730.93,737.86,726.08,728.06,59798.98,2026-05-27
1779926400000,728.04,736.31,723.25,735.0,54531.79,2026-05-28
1780012800000,734.99,741.37,733.14,738.06,63924.42,2026-05-29
1780099200000,738.07,743.62,737.15,740.86,9289.27,2026-05-30
1780185600000,740.86,742.89,738.27,741.04,9891.6,2026-05-31
1780272000000,741.04,746.5,736.22,740.65,67394.15,2026-06-01
1780358400000,740.64,748.1,737.53,746.49,61222.54,2026-06-02
1780444800000,746.5,749.18,738.66,739.17,59904.06,2026-06-03
1780531200000,739.17,743.47,732.65,735.7,132438.33,2026-06-04
1780617600000,735.69,736.0,700.65,701.24,213794.18,2026-06-05
1780704000000,701.25,708.44,678.0,705.89,100401.73,2026-06-06
1780790400000,705.88,708.79,703.22,705.7,14413.92,2026-06-07
