timestamp,open,high,low,close,volume,datetime
1576742400000,185.0,185.0,184.75,184.75,0.002,2019-12-19 08:00:00
1576746000000,184.74,186.5,182.9,185.7,0.809,2019-12-19 09:00:00
1576749600000,185.7,185.8,185.03,185.11,0.056,2019-12-19 10:00:00
1576753200000,185.12,185.31,184.98,184.98,0.03,2019-12-19 11:00:00
1576756800000,185.31,187.25,185.1,186.98,366.012,2019-12-19 12:00:00
1576760400000,186.83,188.34,184.88,186.01,12062.277,2019-12-19 13:00:00
1576764000000,185.97,186.7,184.78,186.11,13463.555,2019-12-19 14:00:00
1576767600000,186.11,187.47,185.6,186.8,11331.595,2019-12-19 15:00:00
1576771200000,186.8,189.5,186.15,188.19,8722.622,2019-12-19 16:00:00
1576774800000,188.1,188.19,186.75,186.83,8582.224,2019-12-19 17:00:00
1576778400000,186.94,188.78,186.8,187.9,9689.838,2019-12-19 18:00:00
1576782000000,187.9,188.44,187.0,188.26,9405.397,2019-12-19 19:00:00
1576785600000,188.31,188.31,186.87,187.46,9380.08,2019-12-19 20:00:00
1576789200000,187.46,188.1,186.86,187.1,8789.582,2019-12-19 21:00:00
1576792800000,187.06,187.1,185.87,186.65,9456.598,2019-12-19 22:00:00
1576796400000,186.65,187.34,185.5,186.14,9549.757,2019-12-19 23:00:00
1576800000000,185.99,186.53,183.02,185.0,8139.664,2019-12-20 00:00:00
1576803600000,184.59,185.07,183.78,184.4,4958.464,2019-12-20 01:00:00
1576807200000,184.4,185.65,184.32,185.06,9258.115,2019-12-20 02:00:00
1576810800000,185.05,186.65,184.92,186.4,10716.985,2019-12-20 03:00:00
1576814400000,186.4,186.83,185.28,185.61,9665.199,2019-12-20 04:00:00
1576818000000,185.64,186.08,184.46,184.6,9985.662,2019-12-20 05:00:00
1576821600000,184.6,185.74,184.59,185.46,10255.51,2019-12-20 06:00:00
1576825200000,185.51,188.27,185.4,188.24,9710.777,2019-12-20 07:00:00
1576828800000,188.27,188.35,186.54,187.43,11017.529,2019-12-20 08:00:00
1576832400000,187.54,188.19,186.83,187.08,9767.359,2019-12-20 09:00:00
1576836000000,187.08,187.8,187.03,187.32,9276.751,2019-12-20 10:00:00
1576839600000,187.33,188.66,187.27,188.43,9420.162,2019-12-20 11:00:00
1576843200000,188.5,189.6,187.07,188.79,9090.013,2019-12-20 12:00:00
1576846800000,188.79,189.16,187.58,188.88,7890.073,2019-12-20 13:00:00
1576850400000,188.88,190.5,187.15,189.96,6008.026,2019-12-20 14:00:00
1576854000000,189.7,190.34,186.16,186.59,8984.287,2019-12-20 15:00:00
1576857600000,186.59,187.39,186.13,187.24,8978.131,2019-12-20 16:00:00
1576861200000,187.24,188.88,187.0,188.11,9976.74,2019-12-20 17:00:00
1576864800000,188.11,188.64,187.39,187.82,9891.118,2019-12-20 18:00:00
1576868400000,187.82,188.41,187.41,187.68,10129.463,2019-12-20 19:00:00
1576872000000,187.68,188.41,187.54,187.86,10263.82,2019-12-20 20:00:00
1576875600000,187.86,187.94,186.98,187.55,10567.473,2019-12-20 21:00:00
1576879200000,187.57,187.82,187.12,187.29,10104.34,2019-12-20 22:00:00
1576882800000,187.27,187.75,186.57,187.41,11074.885,2019-12-20 23:00:00
1576886400000,187.43,187.47,186.31,186.42,10192.551,2019-12-21 00:00:00
1576890000000,186.42,186.5,185.02,185.84,9435.893,2019-12-21 01:00:00
1576893600000,185.82,187.16,185.67,187.1,10752.553,2019-12-21 02:00:00
1576897200000,187.06,187.55,186.46,187.33,10064.431,2019-12-21 03:00:00
1576900800000,187.33,187.8,186.69,186.98,8943.321,2019-12-21 04:00:00
1576904400000,186.98,187.62,186.39,187.62,6921.61,2019-12-21 05:00:00
1576908000000,187.62,187.71,186.72,186.93,8900.396,2019-12-21 06:00:00
1576911600000,186.92,187.07,186.5,186.74,9475.397,2019-12-21 07:00:00
1576915200000,186.73,186.73,186.0,186.4,5693.547,2019-12-21 08:00:00
1576918800000,186.43,186.73,185.93,186.16,5447.445,2019-12-21 09:00:00
1576922400000,186.1,187.08,186.07,186.95,5297.771,2019-12-21 10:00:00
1576926000000,186.92,188.49,186.52,187.86,6573.929,2019-12-21 11:00:00
1576929600000,187.86,187.97,186.88,187.43,6242.45,2019-12-21 12:00:00
1576933200000,187.43,187.46,186.14,186.52,6129.046,2019-12-21 13:00:00
1576936800000,186.35,187.2,185.5,186.06,4278.38,2019-12-21 14:00:00
1576940400000,186.05,186.94,185.63,186.82,5257.455,2019-12-21 15:00:00
1576944000000,186.79,187.18,186.44,186.83,6529.184,2019-12-21 16:00:00
1576947600000,186.86,186.96,185.88,186.25,6283.384,2019-12-21 17:00:00
1576951200000,186.21,186.47,185.83,186.13,5629.113,2019-12-21 18:00:00
1576954800000,186.13,186.53,185.87,186.22,5090.068,2019-12-21 19:00:00
1576958400000,186.29,186.62,186.03,186.56,5625.851,2019-12-21 20:00:00
1576962000000,186.56,187.22,186.08,186.63,7105.718,2019-12-21 21:00:00
1576965600000,186.65,186.68,186.15,186.37,5473.173,2019-12-21 22:00:00
1576969200000,186.39,186.57,185.5,186.21,6129.166,2019-12-21 23:00:00
1576972800000,186.21,186.22,185.7,185.96,5504.069,2019-12-22 00:00:00
1576976400000,185.99,186.72,185.95,186.58,4746.621,2019-12-22 01:00:00
1576980000000,186.58,187.01,186.42,186.76,5105.363,2019-12-22 02:00:00
1576983600000,186.79,186.95,186.36,186.78,5571.611,2019-12-22 03:00:00
1576987200000,186.81,187.56,186.72,186.98,6055.949,2019-12-22 04:00:00
1576990800000,186.98,187.27,186.63,186.98,5427.613,2019-12-22 05:00:00
1576994400000,186.98,187.17,186.41,186.94,3847.092,2019-12-22 06:00:00
1576998000000,186.94,189.45,186.67,189.44,7332.754,2019-12-22 07:00:00
1577001600000,189.45,190.31,187.69,187.91,4019.362,2019-12-22 08:00:00
1577005200000,187.91,188.74,187.63,187.81,3055.01,2019-12-22 09:00:00
1577008800000,188.02,189.41,187.85,189.23,4400.346,2019-12-22 10:00:00
1577012400000,189.2,189.27,186.76,187.0,3647.331,2019-12-22 11:00:00
1577016000000,187.0,187.92,186.85,187.5,3440.16,2019-12-22 12:00:00
1577019600000,187.49,188.7,187.18,187.59,4287.331,2019-12-22 13:00:00
1577023200000,187.56,188.07,187.16,187.48,3165.599,2019-12-22 14:00:00
1577026800000,187.48,189.17,187.26,188.53,4418.852,2019-12-22 15:00:00
1577030400000,188.54,189.72,187.91,188.79,4865.297,2019-12-22 16:00:00
1577034000000,188.75,192.92,188.51,191.18,6661.664,2019-12-22 17:00:00
1577037600000,191.0,192.83,190.23,192.08,5656.375,2019-12-22 18:00:00
1577041200000,192.08,197.1,192.08,194.31,7600.104,2019-12-22 19:00:00
1577044800000,194.29,197.81,194.27,197.14,4889.576,2019-12-22 20:00:00
1577048400000,197.14,197.36,195.32,196.18,4602.692,2019-12-22 21:00:00
1577052000000,196.18,196.83,195.51,196.46,3211.663,2019-12-22 22:00:00
1577055600000,196.37,196.9,194.72,196.19,4820.169,2019-12-22 23:00:00
1577059200000,196.19,197.81,195.49,196.51,5113.266,2019-12-23 00:00:00
1577062800000,196.51,197.01,195.5,196.76,3572.287,2019-12-23 01:00:00
1577066400000,196.74,197.03,195.69,196.26,3190.775,2019-12-23 02:00:00
1577070000000,196.26,196.92,196.14,196.59,2352.547,2019-12-23 03:00:00
1577073600000,196.59,196.8,195.3,195.61,2983.063,2019-12-23 04:00:00
1577077200000,195.64,195.83,194.77,195.2,3056.275,2019-12-23 05:00:00
1577080800000,195.2,195.36,194.0,194.29,4249.423,2019-12-23 06:00:00
1577084400000,194.4,195.38,194.11,194.8,2461.597,2019-12-23 07:00:00
1577088000000,194.79,195.23,194.48,194.6,3629.15,2019-12-23 08:00:00
1577091600000,194.6,195.75,194.35,195.66,2421.808,2019-12-23 09:00:00
1577095200000,195.71,195.99,195.16,195.45,2632.318,2019-12-23 10:00:00
1577098800000,195.45,196.91,195.43,196.41,2443.494,2019-12-23 11:00:00
1577102400000,196.41,196.68,195.58,195.82,2662.398,2019-12-23 12:00:00
1577106000000,195.83,196.53,195.09,195.2,3933.45,2019-12-23 13:00:00
1577109600000,195.26,196.9,194.42,196.53,4338.18,2019-12-23 14:00:00
1577113200000,196.53,196.74,195.46,196.6,3133.478,2019-12-23 15:00:00
1577116800000,196.54,198.66,193.78,194.45,7261.195,2019-12-23 16:00:00
1577120400000,194.13,195.0,190.03,191.3,7329.515,2019-12-23 17:00:00
