timestamp,funding_rate,datetime
1780387200001,0.00268255,2026-06-02 08:00:00.001
1780416000001,0.0013762,2026-06-02 16:00:00.001
1780444800001,0.0,2026-06-03 00:00:00.001
1780473600001,-5.481e-05,2026-06-03 08:00:00.001
1780502400001,-0.00078658,2026-06-03 16:00:00.001
1780531200001,-0.00307661,2026-06-04 00:00:00.001
1780560000001,0.00441883,2026-06-04 08:00:00.001
1780588800001,0.00181916,2026-06-04 16:00:00.001
1780617600001,-0.00342019,2026-06-05 00:00:00.001
1780646400001,0.00319518,2026-06-05 08:00:00.001
1780675200001,-0.00222193,2026-06-05 16:00:00.001
1780704000001,-0.00128169,2026-06-06 00:00:00.001
1780732800001,-0.00026144,2026-06-06 08:00:00.001
1780761600001,-0.00023551,2026-06-06 16:00:00.001
1780790400002,0.00015832,2026-06-07 00:00:00.002
1780819200001,0.00061955,2026-06-07 08:00:00.001
