timestamp,funding_rate,datetime
1692201600000,0.0001,2023-08-16 16:00:00.000
1692230400000,0.0001,2023-08-17 00:00:00.000
1692259200000,-0.00357342,2023-08-17 08:00:00.000
1692288000000,-0.00716713,2023-08-17 16:00:00.000
1692316800000,-0.00269913,2023-08-18 00:00:00.000
1692345600000,-0.00601261,2023-08-18 08:00:00.000
1692374400000,-0.0030875,2023-08-18 16:00:00.000
1692403200000,-0.00282693,2023-08-19 00:00:00.000
1692432000000,-0.00288791,2023-08-19 08:00:00.000
1692460800000,-0.00097675,2023-08-19 16:00:00.000
1692489600000,-0.00064292,2023-08-20 00:00:00.000
1692518400000,-0.00189183,2023-08-20 08:00:00.000
1692547200000,-0.00253255,2023-08-20 16:00:00.000
1692576000000,-0.00250029,2023-08-21 00:00:00.000
1692604800000,-0.00102791,2023-08-21 08:00:00.000
1692633600000,-0.00073936,2023-08-21 16:00:00.000
1692662400000,-0.00040766,2023-08-22 00:00:00.000
1692691200000,-0.00021151,2023-08-22 08:00:00.000
1692720000000,-0.0001541,2023-08-22 16:00:00.000
1692748800000,0.0001,2023-08-23 00:00:00.000
1692777600000,0.0001,2023-08-23 08:00:00.000
1692806400000,0.0001,2023-08-23 16:00:00.000
1692835200000,0.0001,2023-08-24 00:00:00.000
1692864000000,0.0001,2023-08-24 08:00:00.000
1692892800000,0.0001,2023-08-24 16:00:00.000
1692921600000,0.0001,2023-08-25 00:00:00.000
1692950400000,0.0001,2023-08-25 08:00:00.000
1692979200000,0.0001,2023-08-25 16:00:00.000
1693008000000,0.0001,2023-08-26 00:00:00.000
1693036800000,0.0001,2023-08-26 08:00:00.000
1693065600000,4.234e-05,2023-08-26 16:00:00.000
1693094400000,1.311e-05,2023-08-27 00:00:00.000
1693123200000,-3.518e-05,2023-08-27 08:00:00.000
1693152000000,-0.00033689,2023-08-27 16:00:00.000
1693180800000,-4.308e-05,2023-08-28 00:00:00.000
1693209600001,4.165e-05,2023-08-28 08:00:00.001
1693238400001,2.775e-05,2023-08-28 16:00:00.001
1693267200000,0.0001,2023-08-29 00:00:00.000
1693296000000,-0.00016027,2023-08-29 08:00:00.000
1693324800000,-9.818e-05,2023-08-29 16:00:00.000
1693353600000,-0.00167834,2023-08-30 00:00:00.000
1693382400000,-0.00160783,2023-08-30 08:00:00.000
