timestamp,funding_rate,datetime
1776873600000,0.00031724,2026-04-22 16:00:00.000
1776888000003,0.0002347,2026-04-22 20:00:00.003
1776902400000,0.00049383,2026-04-23 00:00:00.000
1776916800000,5e-05,2026-04-23 04:00:00.000
1776931200000,0.00010131,2026-04-23 08:00:00.000
1776945600000,5e-05,2026-04-23 12:00:00.000
1776960000004,5e-05,2026-04-23 16:00:00.004
1776974400006,5e-05,2026-04-23 20:00:00.006
1776988800006,5e-05,2026-04-24 00:00:00.006
1777003200000,5e-05,2026-04-24 04:00:00.000
1777017600000,5e-05,2026-04-24 08:00:00.000
1777032000002,-3.911e-05,2026-04-24 12:00:00.002
1777046400000,5e-05,2026-04-24 16:00:00.000
1777060800003,5e-05,2026-04-24 20:00:00.003
1777075200000,5e-05,2026-04-25 00:00:00.000
1777089600005,5e-05,2026-04-25 04:00:00.005
1777104000002,5e-05,2026-04-25 08:00:00.002
1777118400001,5e-05,2026-04-25 12:00:00.001
1777132800002,1.435e-05,2026-04-25 16:00:00.002
1777147200001,5e-05,2026-04-25 20:00:00.001
1777161600003,5e-05,2026-04-26 00:00:00.003
1777176000001,5e-05,2026-04-26 04:00:00.001
1777190400007,5e-05,2026-04-26 08:00:00.007
1777204800001,5e-05,2026-04-26 12:00:00.001
1777219200004,5e-05,2026-04-26 16:00:00.004
1777233600014,5e-05,2026-04-26 20:00:00.014
1777248000004,5e-05,2026-04-27 00:00:00.004
1777262400000,5e-05,2026-04-27 04:00:00.000
1777276800000,-0.00067761,2026-04-27 08:00:00.000
1777291200004,-0.00071088,2026-04-27 12:00:00.004
1777305600002,-0.00044901,2026-04-27 16:00:00.002
1777320000000,1.011e-05,2026-04-27 20:00:00.000
1777334400001,5e-05,2026-04-28 00:00:00.001
1777348800006,6.886e-05,2026-04-28 04:00:00.006
1777363200000,5e-05,2026-04-28 08:00:00.000
1777377600000,5e-05,2026-04-28 12:00:00.000
1777392000004,5e-05,2026-04-28 16:00:00.004
1777406400001,5e-05,2026-04-28 20:00:00.001
1777420800006,5e-05,2026-04-29 00:00:00.006
1777435200003,5.484e-05,2026-04-29 04:00:00.003
1777449600011,0.00016873,2026-04-29 08:00:00.011
1777464000000,5e-05,2026-04-29 12:00:00.000
1777478400003,5e-05,2026-04-29 16:00:00.003
1777492800004,5e-05,2026-04-29 20:00:00.004
1777507200002,5e-05,2026-04-30 00:00:00.002
1777521600000,5e-05,2026-04-30 04:00:00.000
1777536000000,-5.703e-05,2026-04-30 08:00:00.000
1777550400000,5e-05,2026-04-30 12:00:00.000
1777564800000,5e-05,2026-04-30 16:00:00.000
1777579200002,-0.00016263,2026-04-30 20:00:00.002
1777593600000,-0.00040024,2026-05-01 00:00:00.000
1777608000003,-0.00090653,2026-05-01 04:00:00.003
1777622400005,-0.00018892,2026-05-01 08:00:00.005
1777636800000,-0.00015271,2026-05-01 12:00:00.000
