timestamp,funding_rate,datetime
1602835200003,-0.0075,2020-10-16 08:00:00.003
1602864000000,-0.0075,2020-10-16 16:00:00.000
1602892800006,-0.0075,2020-10-17 00:00:00.006
1602921600007,-0.0075,2020-10-17 08:00:00.007
1602950400009,-0.0075,2020-10-17 16:00:00.009
1602979200006,-0.0075,2020-10-18 00:00:00.006
1603008000000,-0.0075,2020-10-18 08:00:00.000
1603036800000,-0.0075,2020-10-18 16:00:00.000
1603065600000,-0.0075,2020-10-19 00:00:00.000
1603094400000,-0.0075,2020-10-19 08:00:00.000
1603123200000,-0.0075,2020-10-19 16:00:00.000
1603152000015,-0.0075,2020-10-20 00:00:00.015
1603180800000,-0.0075,2020-10-20 08:00:00.000
1603209600008,-0.0075,2020-10-20 16:00:00.008
1603238400009,-0.0075,2020-10-21 00:00:00.009
1603267200004,-0.0075,2020-10-21 08:00:00.004
1603296000000,-0.0075,2020-10-21 16:00:00.000
1603324800000,-0.00237781,2020-10-22 00:00:00.000
1603353600000,-0.00609826,2020-10-22 08:00:00.000
1603382400004,-0.00353528,2020-10-22 16:00:00.004
1603411200007,-0.0075,2020-10-23 00:00:00.007
1603440000000,-0.0075,2020-10-23 08:00:00.000
1603468800000,-0.0075,2020-10-23 16:00:00.000
1603497600000,-0.0075,2020-10-24 00:00:00.000
1603526400000,-0.0075,2020-10-24 08:00:00.000
1603555200008,-0.0075,2020-10-24 16:00:00.008
1603584000005,-0.0075,2020-10-25 00:00:00.005
1603612800014,-0.0075,2020-10-25 08:00:00.014
1603641600000,-0.0075,2020-10-25 16:00:00.000
1603670400004,-0.0075,2020-10-26 00:00:00.004
1603699200000,-0.0075,2020-10-26 08:00:00.000
1603728000000,-0.0075,2020-10-26 16:00:00.000
1603756800000,-0.0075,2020-10-27 00:00:00.000
1603785600000,-0.0075,2020-10-27 08:00:00.000
1603814400000,-0.0075,2020-10-27 16:00:00.000
1603843200000,-0.0075,2020-10-28 00:00:00.000
1603872000006,-0.00616829,2020-10-28 08:00:00.006
1603900800001,-0.0075,2020-10-28 16:00:00.001
1603929600000,-0.00320528,2020-10-29 00:00:00.000
1603958400000,-0.00342497,2020-10-29 08:00:00.000
1603987200000,-0.00285467,2020-10-29 16:00:00.000
1604016000000,-0.00126858,2020-10-30 00:00:00.000
1604044800002,-0.00464884,2020-10-30 08:00:00.002
1604073600002,-0.00207311,2020-10-30 16:00:00.002
1604102400003,-0.00141812,2020-10-31 00:00:00.003
1604131200000,-0.0020777,2020-10-31 08:00:00.000
1604160000000,-0.00123738,2020-10-31 16:00:00.000
1604188800000,-0.00245452,2020-11-01 00:00:00.000
1604217600000,-0.00220503,2020-11-01 08:00:00.000
1604246400000,-0.00086395,2020-11-01 16:00:00.000
1604275200000,-0.00107061,2020-11-02 00:00:00.000
1604304000010,-0.00147186,2020-11-02 08:00:00.010
1604332800000,-0.00139484,2020-11-02 16:00:00.000
1604361600000,-0.00065394,2020-11-03 00:00:00.000
1604390400004,-0.0024657,2020-11-03 08:00:00.004
1604419200009,-0.0007694,2020-11-03 16:00:00.009
1604448000000,-0.00029481,2020-11-04 00:00:00.000
1604476800000,-0.00169867,2020-11-04 08:00:00.000
1604505600005,-0.00172025,2020-11-04 16:00:00.005
1604534400017,-0.00083814,2020-11-05 00:00:00.017
1604563200001,-0.00162517,2020-11-05 08:00:00.001
1604592000000,-0.00039812,2020-11-05 16:00:00.000
1604620800000,-8.301e-05,2020-11-06 00:00:00.000
1604649600001,-0.00037817,2020-11-06 08:00:00.001
1604678400001,0.0001,2020-11-06 16:00:00.001
1604707200001,-0.00103745,2020-11-07 00:00:00.001
1604736000000,0.0001,2020-11-07 08:00:00.000
1604764800006,-0.00166956,2020-11-07 16:00:00.006
1604793600000,-0.00135191,2020-11-08 00:00:00.000
1604822400000,-0.00015653,2020-11-08 08:00:00.000
1604851200000,-0.00023392,2020-11-08 16:00:00.000
1604880000007,0.0001,2020-11-09 00:00:00.007
1604908800001,-0.00136275,2020-11-09 08:00:00.001
1604937600002,-0.00112241,2020-11-09 16:00:00.002
1604966400003,-0.00327771,2020-11-10 00:00:00.003
1604995200011,0.00018722,2020-11-10 08:00:00.011
1605024000000,0.0001,2020-11-10 16:00:00.000
1605052800000,0.0001,2020-11-11 00:00:00.000
